player_name,match_id,map_name,kills,deaths,kd_ratio,kills_per_round,deaths_per_round,headshot_kills,headshot_percentage,total_damage_dealt,avg_damage_per_kill,damage_per_round,armor_damage_dealt,opening_kills,first_blood_kills,opening_kill_rate,first_blood_rate,entry_fragger_score,opening_deaths,opening_death_rate,survival_vs_aggression_ratio,rounds_with_2k,rounds_with_3k,rounds_with_4k,rounds_with_5k,multi_kill_rate,high_impact_rounds,avg_kill_distance,min_kill_distance,max_kill_distance,kill_distance_std,close_range_kills,mid_range_kills,long_range_kills,engagement_range_preference,rifle_kills,awp_kills,pistol_kills,smg_kills,weapon_diversity,primary_weapon_type,headshot_weapon_skill,thrusmoke_kills,noscope_kills,penetration_kills,assists,assist_per_round,flash_assists,support_score,kill_consistency,performance_variance,max_kills_in_round,rounds_with_zero_kills,zero_kill_round_rate
SPine,kaleido-vs-arise-m2-inferno,de_inferno,12,13,0.9230769230769231,0.631578947368421,0.6842105263157895,7,58.333333333333336,955,79.58333333333333,50.26315789473684,72,8,1,0.42105263157894735,0.05263157894736842,0.5263157894736842,2,0.10526315789473684,4.0,3,1,0,0,0.15789473684210525,0.10526315789473684,15.937726225,2.3031912,36.28566,11.235011172038297,12,0,0,close,9,1,1,0,5,rifle,0.5833333333333334,1,0,1,1,0.05263157894736842,0,1.0,0.5694991259569396,0.7559289460184544,3,11,0.5789473684210527
MartinezSa,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,7,10,0.7,0.4666666666666667,0.6666666666666666,3,42.857142857142854,666,95.14285714285714,44.4,26,6,0,0.4,0.0,0.4,2,0.13333333333333333,3.0,1,0,0,0,0.06666666666666667,0.0,19.554121142857145,11.11248,32.32496,6.467965324957233,7,0,0,close,3,2,2,0,4,rifle,0.42857142857142855,1,0,0,1,0.06666666666666667,0,1.0,0.7101020514433644,0.408248290463863,2,9,0.6
sausoL,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,5,13,0.38461538461538464,0.3333333333333333,0.8666666666666667,2,40.0,355,71.0,23.666666666666668,9,5,0,0.3333333333333333,0.0,0.3333333333333333,1,0.06666666666666667,5.0,0,0,0,0,0.0,0.0,12.4444378,7.392946,22.477804,6.0205541316808375,5,0,0,close,3,0,2,0,4,rifle,0.4,0,0,0,1,0.06666666666666667,0,1.0,1.0,0.0,1,10,0.6666666666666666
alex ,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,8,9,0.8888888888888888,0.5333333333333333,0.6,6,75.0,785,98.125,52.333333333333336,54,5,1,0.3333333333333333,0.06666666666666667,0.4666666666666667,3,0.2,1.6666666666666665,2,1,0,0,0.13333333333333333,0.13333333333333333,12.5586288125,0.8271,25.098925,7.822169167729052,8,0,0,close,7,0,1,0,3,rifle,0.75,2,0,0,0,0.0,0,0.0,0.5278640450004206,0.8944271909999159,3,10,0.6666666666666666
dav1g,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,8,11,0.7272727272727273,0.5333333333333333,0.7333333333333333,6,75.0,672,84.0,44.8,58,6,1,0.4,0.06666666666666667,0.5333333333333333,2,0.13333333333333333,3.0,2,0,0,0,0.13333333333333333,0.0,19.26182455,7.0946374,33.13598,10.017905468523734,8,0,0,close,8,0,0,0,3,rifle,0.75,1,0,1,1,0.06666666666666667,0,1.0,0.6594575734168332,0.5163977794943223,2,9,0.6
torzsi,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,13,8,1.625,0.8666666666666667,0.5333333333333333,3,23.076923076923077,1132,87.07692307692308,75.46666666666667,33,9,2,0.6,0.13333333333333333,0.8666666666666667,0,0.0,60.0,2,1,1,0,0.13333333333333333,0.3333333333333333,15.286274084615382,1.9947722,28.453136,7.382778920029511,13,0,0,close,6,6,1,0,5,rifle,0.23076923076923078,2,0,3,7,0.4666666666666667,0,7.0,0.4965751817893181,1.0137937550497031,4,6,0.4
mopoz,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,10,12,0.8333333333333334,0.6666666666666666,0.8,8,80.0,904,90.4,60.266666666666666,117,8,1,0.5333333333333333,0.06666666666666667,0.6666666666666666,3,0.2,2.6666666666666665,2,0,0,0,0.13333333333333333,0.0,11.942029719999999,2.5616932,21.26529,6.277648278921034,10,0,0,close,8,0,2,0,4,rifle,0.8,1,0,0,1,0.06666666666666667,0,1.0,0.6835690274174673,0.4629100498862757,2,7,0.4666666666666667
Spinx,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,9,9,1.0,0.6,0.6,4,44.44444444444444,648,72.0,43.2,40,6,3,0.4,0.2,0.8,0,0.0,40.0,3,0,0,0,0.2,0.0,16.56774281111111,2.9337673,31.202595,10.252072739264937,9,0,0,close,9,0,0,0,2,rifle,0.4444444444444444,0,0,0,4,0.26666666666666666,0,4.0,0.646110632135477,0.5477225575051661,2,9,0.6
Jimpphat,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,11,11,1.0,0.7333333333333333,0.7333333333333333,7,63.63636363636363,896,81.45454545454545,59.733333333333334,74,9,1,0.6,0.06666666666666667,0.7333333333333333,1,0.06666666666666667,9.0,2,0,0,0,0.13333333333333333,0.0,9.663197390909092,3.2916615,20.263327,5.6896811209047025,11,0,0,close,10,0,1,0,4,rifle,0.6363636363636364,0,0,0,5,0.3333333333333333,0,5.0,0.6939824873659468,0.4409585518440984,2,6,0.4
Brollan,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,9,8,1.125,0.6,0.5333333333333333,3,33.33333333333333,425,47.22222222222222,28.333333333333332,18,7,1,0.4666666666666667,0.06666666666666667,0.6,0,0.0,46.666666666666664,1,1,0,0,0.06666666666666667,0.13333333333333333,16.364086,8.089337,32.101685,8.82017140816848,9,0,0,close,3,0,3,2,7,rifle,0.3333333333333333,0,0,1,7,0.4666666666666667,0,7.0,0.5694991259569395,0.7559289460184545,3,8,0.5333333333333333
xertioN,mouz-vs-gentle-mates-m1-inferno-p2,de_inferno,13,5,2.6,0.8666666666666667,0.3333333333333333,5,38.46153846153847,723,55.61538461538461,48.2,96,9,4,0.6,0.26666666666666666,1.1333333333333333,2,0.13333333333333333,4.5,2,2,0,0,0.13333333333333333,0.26666666666666666,17.00196207692308,5.654183,32.092545,7.361548119907677,13,0,0,close,11,0,1,0,5,rifle,0.38461538461538464,2,0,2,7,0.4666666666666667,0,7.0,0.5313730334031141,0.8819171036881969,3,6,0.4
Sowalio,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,20,13,1.5384615384615385,0.8333333333333334,0.5416666666666666,13,65.0,1579,78.95,65.79166666666667,155,9,4,0.375,0.16666666666666666,0.7083333333333334,2,0.08333333333333333,4.5,7,2,1,1,0.2916666666666667,0.5,21.414057614999997,1.119698,42.633827,10.614236066466535,20,0,0,close,16,0,2,0,6,rifle,0.65,1,0,1,2,0.08333333333333333,0,2.0,0.454163456597992,1.2018504251546631,5,15,0.625
executor,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,19,14,1.3571428571428572,0.7916666666666666,0.5833333333333334,10,52.63157894736842,1413,74.36842105263158,58.875,117,11,3,0.4583333333333333,0.125,0.7083333333333334,4,0.16666666666666666,2.75,7,1,0,0,0.2916666666666667,0.08333333333333333,16.535571273684212,0.8833255,44.38741,11.096835290702474,19,0,0,close,17,0,0,0,3,rifle,0.5263157894736842,2,0,0,5,0.20833333333333334,0,5.0,0.6072862972638288,0.6466697906828632,3,13,0.5416666666666666
KIRO,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,5,15,0.3333333333333333,0.20833333333333334,0.625,3,60.0,400,80.0,16.666666666666668,28,5,0,0.20833333333333334,0.0,0.20833333333333334,0,0.0,20.833333333333332,0,0,0,0,0.0,0.0,13.350667419999999,2.0974321,20.430828,6.825177555715531,5,0,0,close,2,0,2,0,4,rifle,0.6,1,0,0,5,0.20833333333333334,2,8.0,1.0,0.0,1,19,0.7916666666666666
bluewh1te,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,16,14,1.1428571428571428,0.6666666666666666,0.5833333333333334,11,68.75,1322,82.625,55.083333333333336,111,14,2,0.5833333333333334,0.08333333333333333,0.75,0,0.0,58.333333333333336,2,0,0,0,0.08333333333333333,0.0,14.9337074,1.0666356,27.546597,7.92884137358037,16,0,0,close,13,0,2,0,7,rifle,0.6875,4,0,2,10,0.4166666666666667,0,10.0,0.7336022369149796,0.3631365196012815,2,10,0.4166666666666667
z1Nny,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,13,14,0.9285714285714286,0.5416666666666666,0.5833333333333334,8,61.53846153846154,1132,87.07692307692308,47.166666666666664,131,11,2,0.4583333333333333,0.08333333333333333,0.625,4,0.16666666666666666,2.75,2,0,0,0,0.08333333333333333,0.0,15.951655830769228,5.7882953,27.820028,7.035862040517088,13,0,0,close,10,1,2,0,5,rifle,0.6153846153846154,3,0,0,4,0.16666666666666666,0,4.0,0.7119870551894133,0.40451991747794525,2,13,0.5416666666666666
riskyb0b,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,11,14,0.7857142857142857,0.4583333333333333,0.5833333333333334,7,63.63636363636363,788,71.63636363636364,32.833333333333336,76,8,1,0.3333333333333333,0.041666666666666664,0.4166666666666667,1,0.041666666666666664,8.0,3,0,0,0,0.125,0.0,21.293213854545453,4.399721,37.181614,11.913189510375474,11,0,0,close,10,0,1,0,5,rifle,0.6363636363636364,0,0,0,8,0.3333333333333333,3,12.5,0.6589572318931981,0.5175491695067657,2,16,0.6666666666666666
-khaN,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,22,13,1.6923076923076923,0.9166666666666666,0.5416666666666666,9,40.909090909090914,1908,86.72727272727273,79.5,71,13,2,0.5416666666666666,0.08333333333333333,0.7083333333333334,3,0.125,4.333333333333333,5,3,1,0,0.20833333333333334,0.375,20.463190627272727,1.1248204,38.57065,9.736215526142798,22,0,0,close,8,7,5,0,7,rifle,0.4090909090909091,1,0,4,6,0.25,3,10.5,0.4922341519131519,1.031553471276484,4,11,0.4583333333333333
kinqie44,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,15,18,0.8333333333333334,0.625,0.75,7,46.666666666666664,936,62.4,39.0,111,9,4,0.375,0.16666666666666666,0.7083333333333334,4,0.16666666666666666,2.25,5,1,0,0,0.20833333333333334,0.08333333333333333,9.638072853333334,1.6014436,19.450275,5.115519262404517,15,0,0,close,12,0,2,1,5,rifle,0.4666666666666667,0,0,0,6,0.25,0,6.0,0.585786437626905,0.7071067811865476,3,15,0.625
1eeR,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,10,18,0.5555555555555556,0.4166666666666667,0.75,6,60.0,610,61.0,25.416666666666668,98,9,2,0.375,0.08333333333333333,0.5416666666666666,2,0.08333333333333333,4.5,1,0,0,0,0.041666666666666664,0.0,18.30482005,11.50527,32.319656,6.325122873978464,10,0,0,close,7,0,2,1,6,rifle,0.6,2,0,0,6,0.25,2,9.0,0.7499999999999999,0.33333333333333337,2,15,0.625
Xant3r,nemiga-vs-tpudcatb-tpu-m1-dust2,de_dust2,13,11,1.1818181818181819,0.5416666666666666,0.4583333333333333,4,30.76923076923077,825,63.46153846153846,34.375,79,10,3,0.4166666666666667,0.125,0.6666666666666666,3,0.125,3.3333333333333335,3,0,0,0,0.125,0.0,14.87036067923077,0.79573053,28.403257,9.323119067890417,13,0,0,close,9,1,1,0,6,rifle,0.3076923076923077,1,0,0,6,0.25,1,7.5,0.6742879675569808,0.48304589153964794,2,14,0.5833333333333334
Djon8,sparta-vs-cybershoke-m1-dust2,de_dust2,15,14,1.0714285714285714,0.6521739130434783,0.6086956521739131,7,46.666666666666664,981,65.4,42.65217391304348,93,9,0,0.391304347826087,0.0,0.391304347826087,1,0.043478260869565216,9.0,5,1,0,0,0.21739130434782608,0.08695652173913043,22.085139679999997,4.4372697,37.02713,11.84531779741081,15,0,0,close,12,0,3,0,3,rifle,0.4666666666666667,1,0,1,8,0.34782608695652173,0,8.0,0.585786437626905,0.7071067811865476,3,14,0.6086956521739131
SoLb,sparta-vs-cybershoke-m1-dust2,de_dust2,11,21,0.5238095238095238,0.4782608695652174,0.9130434782608695,5,45.45454545454545,719,65.36363636363636,31.26086956521739,65,7,4,0.30434782608695654,0.17391304347826086,0.6521739130434783,4,0.17391304347826086,1.7500000000000002,3,1,0,0,0.13043478260869565,0.08695652173913043,15.684886118181817,1.371453,38.80602,10.937333739701748,11,0,0,close,6,0,3,1,6,rifle,0.45454545454545453,0,0,0,7,0.30434782608695654,1,8.5,0.5596610447677117,0.7867957924694432,3,16,0.6956521739130435
glowiing,sparta-vs-cybershoke-m1-dust2,de_dust2,19,14,1.3571428571428572,0.8260869565217391,0.6086956521739131,11,57.89473684210527,1279,67.3157894736842,55.608695652173914,108,12,3,0.5217391304347826,0.13043478260869565,0.782608695652174,1,0.043478260869565216,12.0,6,1,0,0,0.2608695652173913,0.08695652173913043,18.55223497,0.74305993,59.707947,14.829374814453155,19,0,0,close,11,0,4,3,7,rifle,0.5789473684210527,4,0,4,7,0.30434782608695654,3,11.5,0.5993199192925913,0.6685579234215214,3,11,0.4782608695652174
1NVISIBLEE,sparta-vs-cybershoke-m1-dust2,de_dust2,23,17,1.3529411764705883,1.0,0.7391304347826086,10,43.47826086956522,1620,70.43478260869566,70.43478260869566,114,12,2,0.5217391304347826,0.08695652173913043,0.6956521739130435,2,0.08695652173913043,6.0,6,3,1,1,0.2608695652173913,0.6086956521739131,17.443522386956523,1.3454016,43.978405,12.394936800274964,23,0,0,close,19,0,1,0,6,rifle,0.43478260869565216,1,0,0,4,0.17391304347826086,0,4.0,0.4464061695369467,1.2401124093721454,5,11,0.4782608695652174
notineki,sparta-vs-cybershoke-m1-dust2,de_dust2,12,16,0.75,0.5217391304347826,0.6956521739130435,7,58.333333333333336,975,81.25,42.391304347826086,69,8,1,0.34782608695652173,0.043478260869565216,0.43478260869565216,3,0.13043478260869565,2.6666666666666665,4,0,0,0,0.17391304347826086,0.0,12.664236083333334,1.7489053,27.715275,7.907297804389936,12,0,0,close,7,0,5,0,4,rifle,0.5833333333333334,0,0,0,5,0.21739130434782608,0,5.0,0.6516685226452117,0.5345224838248488,2,15,0.6521739130434783
FenomeN--,sparta-vs-cybershoke-m1-dust2,de_dust2,20,11,1.8181818181818181,0.8695652173913043,0.4782608695652174,0,0.0,1950,97.5,84.78260869565217,27,11,2,0.4782608695652174,0.08695652173913043,0.6521739130434783,1,0.043478260869565216,11.0,5,2,1,1,0.21739130434782608,0.5217391304347826,20.355329913000002,0.99880356,73.58657,17.209265741814548,20,0,0,close,0,16,2,0,4,awp,0.0,0,0,1,7,0.30434782608695654,5,14.5,0.44435469213540635,1.2504544628399563,5,12,0.5217391304347826
bl1x1,sparta-vs-cybershoke-m1-dust2,de_dust2,17,15,1.1333333333333333,0.7391304347826086,0.6521739130434783,11,64.70588235294117,1415,83.23529411764706,61.52173913043478,81,11,3,0.4782608695652174,0.13043478260869565,0.7391304347826086,2,0.08695652173913043,5.5,4,1,1,0,0.17391304347826086,0.21739130434782608,18.947153323529413,4.266566,47.657803,9.877982862179659,17,0,0,close,15,0,2,0,6,rifle,0.6470588235294118,1,0,1,4,0.17391304347826086,1,5.5,0.5170099550484977,0.9341987329938275,4,12,0.5217391304347826
alpha--,sparta-vs-cybershoke-m1-dust2,de_dust2,16,13,1.2307692307692308,0.6956521739130435,0.5652173913043478,5,31.25,1023,63.9375,44.47826086956522,35,10,5,0.43478260869565216,0.21739130434782608,0.8695652173913043,2,0.08695652173913043,5.0,5,1,0,0,0.21739130434782608,0.08695652173913043,17.4129498375,0.7887054,40.937187,10.801880518302468,16,0,0,close,9,1,4,0,8,rifle,0.3125,1,0,1,9,0.391304347826087,2,12.0,0.5885101980389328,0.6992058987801011,3,13,0.5652173913043478
yuramyata,sparta-vs-cybershoke-m1-dust2,de_dust2,10,18,0.5555555555555556,0.43478260869565216,0.782608695652174,4,40.0,996,99.6,43.30434782608695,47,8,2,0.34782608695652173,0.08695652173913043,0.5217391304347826,3,0.13043478260869565,2.6666666666666665,1,1,0,0,0.043478260869565216,0.08695652173913043,29.446440340000002,3.2609284,73.29068,20.809647306186115,10,0,0,close,2,6,2,0,5,awp,0.4,0,0,0,6,0.2608695652173913,0,6.0,0.585786437626905,0.7071067811865476,3,15,0.6521739130434783
k4nfuz-,sparta-vs-cybershoke-m1-dust2,de_dust2,10,15,0.6666666666666666,0.43478260869565216,0.6521739130434783,6,60.0,826,82.6,35.91304347826087,68,7,0,0.30434782608695654,0.0,0.30434782608695654,3,0.13043478260869565,2.3333333333333335,2,1,0,0,0.08695652173913043,0.08695652173913043,16.12209334,7.8527684,27.137245,6.947355566277799,10,0,0,close,7,0,3,0,5,rifle,0.6,0,0,1,3,0.13043478260869565,0,3.0,0.5596610447677117,0.7867957924694432,3,16,0.6956521739130435
Banjo,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,22,12,1.8333333333333333,1.0,0.5454545454545454,11,50.0,1526,69.36363636363636,69.36363636363636,96,10,3,0.45454545454545453,0.13636363636363635,0.7272727272727273,4,0.18181818181818182,2.5,6,3,2,1,0.2727272727272727,0.7727272727272727,13.088833154545455,4.3878508,32.356155,7.5388741439094415,22,0,0,close,9,1,8,0,8,rifle,0.5,1,0,1,5,0.22727272727272727,0,5.0,0.4169425788420719,1.3984117975602022,5,12,0.5454545454545454
AquaRS,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,15,1.0,0.6818181818181818,0.6818181818181818,9,60.0,1154,76.93333333333334,52.45454545454545,67,9,2,0.4090909090909091,0.09090909090909091,0.5909090909090909,3,0.13636363636363635,3.0000000000000004,5,1,0,0,0.22727272727272727,0.09090909090909091,11.144440773333335,2.88854,27.939634,7.5085867195920875,15,0,0,close,11,0,4,0,7,rifle,0.6,1,0,0,5,0.22727272727272727,0,5.0,0.585786437626905,0.7071067811865476,3,13,0.5909090909090909
FinigaN,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,9,18,0.5,0.4090909090909091,0.8181818181818182,5,55.55555555555556,485,53.888888888888886,22.045454545454547,103,7,1,0.3181818181818182,0.045454545454545456,0.4090909090909091,2,0.09090909090909091,3.5,2,0,0,0,0.09090909090909091,0.0,17.50877322222222,4.690865,34.523853,11.703203596611269,9,0,0,close,6,0,0,2,4,rifle,0.5555555555555556,2,0,0,2,0.09090909090909091,0,2.0,0.6720655771275251,0.48795003647426666,2,15,0.6818181818181818
lasfas,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,17,13,1.3076923076923077,0.7727272727272727,0.5909090909090909,7,41.17647058823529,1473,86.6470588235294,66.95454545454545,51,10,2,0.45454545454545453,0.09090909090909091,0.6363636363636364,0,0.0,45.45454545454545,4,3,0,0,0.18181818181818182,0.2727272727272727,23.458413000000004,4.546643,58.705006,13.981407148943095,17,0,0,close,10,4,3,0,5,rifle,0.4117647058823529,4,0,0,4,0.18181818181818182,1,5.5,0.513167019494862,0.9486832980505139,3,12,0.5454545454545454
paz,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,18,0.8333333333333334,0.6818181818181818,0.8181818181818182,7,46.666666666666664,1091,72.73333333333333,49.59090909090909,55,11,4,0.5,0.18181818181818182,0.8636363636363636,0,0.0,50.0,2,1,1,0,0.09090909090909091,0.22727272727272727,20.466584633333333,10.138789,37.187164,8.582755468186269,15,0,0,close,11,0,4,0,5,rifle,0.4666666666666667,4,0,1,1,0.045454545454545456,0,1.0,0.5196380905569193,0.9244162777371754,4,11,0.5
shield,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,11,13,0.8461538461538461,0.5,0.5909090909090909,6,54.54545454545454,1688,153.45454545454547,76.72727272727273,47,9,2,0.4090909090909091,0.09090909090909091,0.5909090909090909,2,0.09090909090909091,4.5,2,0,0,0,0.09090909090909091,0.0,23.41249190909091,7.039598,51.71584,13.549000381693961,11,0,0,close,4,5,1,1,5,awp,0.5454545454545454,1,0,0,4,0.18181818181818182,0,4.0,0.6939824873659468,0.4409585518440984,2,13,0.5909090909090909
soulfly,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,18,0.8333333333333334,0.6818181818181818,0.8181818181818182,10,66.66666666666666,1239,82.6,56.31818181818182,132,8,2,0.36363636363636365,0.09090909090909091,0.5454545454545454,1,0.045454545454545456,8.0,3,2,1,1,0.13636363636363635,0.5454545454545454,22.563560033333335,9.904891,39.609806,11.226197564949615,15,0,0,close,11,0,3,1,5,rifle,0.6666666666666666,2,0,1,9,0.4090909090909091,0,9.0,0.4068781988545112,1.4577379737113252,5,14,0.6363636363636364
TriBorgg1,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,15,15,1.0,0.6818181818181818,0.6818181818181818,2,13.333333333333334,535,35.666666666666664,24.318181818181817,61,10,1,0.45454545454545453,0.045454545454545456,0.5454545454545454,4,0.18181818181818182,2.5,3,1,1,0,0.13636363636363635,0.22727272727272727,19.312593879999998,6.1523843,30.154764,8.201451107117014,15,0,0,close,11,0,3,0,6,rifle,0.13333333333333333,1,0,0,3,0.13636363636363635,0,3.0,0.5071443154640985,0.97182531580755,4,12,0.5454545454545454
F0R3VER,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,24,16,1.5,1.0909090909090908,0.7272727272727273,15,62.5,1984,82.66666666666667,90.18181818181819,106,12,3,0.5454545454545454,0.13636363636363635,0.8181818181818182,4,0.18181818181818182,2.9999999999999996,8,4,0,0,0.36363636363636365,0.36363636363636365,17.451078487500002,0.813093,38.15151,10.113181986930199,24,0,0,close,24,0,0,0,4,rifle,0.625,3,0,0,1,0.045454545454545456,0,1.0,0.5397228267843803,0.8528028654224418,3,10,0.45454545454545453
turbo,vpprodigy-vs-fire-flux-m1-mirage,de_mirage,6,14,0.42857142857142855,0.2727272727272727,0.6363636363636364,5,83.33333333333334,565,94.16666666666667,25.681818181818183,31,4,1,0.18181818181818182,0.045454545454545456,0.2727272727272727,1,0.045454545454545456,4.0,2,0,0,0,0.09090909090909091,0.0,20.621095166666667,15.043441,24.96668,4.155550863463923,6,0,0,close,4,0,2,0,3,rifle,0.8333333333333334,0,0,1,7,0.3181818181818182,2,10.0,0.6339745962155614,0.5773502691896257,2,18,0.8181818181818182
Banjo,vpprodigy-vs-fire-flux-m2-train,de_train,23,19,1.2105263157894737,0.7666666666666667,0.6333333333333333,10,43.47826086956522,1300,56.52173913043478,43.333333333333336,155,16,2,0.5333333333333333,0.06666666666666667,0.6666666666666666,1,0.03333333333333333,16.0,6,1,0,0,0.2,0.06666666666666667,13.51162690869565,3.1887908,31.01102,7.354314823155497,23,0,0,close,17,0,5,0,6,rifle,0.43478260869565216,2,0,0,8,0.26666666666666666,0,8.0,0.6138159399626553,0.6291528696058958,3,14,0.4666666666666667
AquaRS,vpprodigy-vs-fire-flux-m2-train,de_train,22,23,0.9565217391304348,0.7333333333333333,0.7666666666666667,13,59.09090909090909,1564,71.0909090909091,52.13333333333333,150,16,3,0.5333333333333333,0.1,0.7333333333333333,5,0.16666666666666666,3.2,5,1,0,0,0.16666666666666666,0.06666666666666667,17.177675372727276,5.323018,41.77353,10.215663648657976,22,0,0,close,15,0,3,1,7,rifle,0.5909090909090909,3,0,0,6,0.2,0,6.0,0.6176121285942319,0.6191391873668903,3,14,0.4666666666666667
FinigaN,vpprodigy-vs-fire-flux-m2-train,de_train,15,20,0.75,0.5,0.6666666666666666,8,53.333333333333336,901,60.06666666666667,30.033333333333335,125,13,1,0.43333333333333335,0.03333333333333333,0.5,3,0.1,4.333333333333333,2,0,0,0,0.06666666666666667,0.0,18.38597238,5.216611,37.42821,10.704567716691992,15,0,0,close,13,0,1,1,5,rifle,0.5333333333333333,1,0,0,6,0.2,0,6.0,0.7269904920633788,0.37553380809940534,2,17,0.5666666666666667
paz,vpprodigy-vs-fire-flux-m2-train,de_train,18,20,0.9,0.6,0.6666666666666666,11,61.111111111111114,1360,75.55555555555556,45.333333333333336,153,16,2,0.5333333333333333,0.06666666666666667,0.6666666666666666,2,0.06666666666666667,8.0,1,1,0,0,0.03333333333333333,0.06666666666666667,15.83955118888889,1.648947,34.0267,10.177091945780662,18,0,0,close,13,0,3,1,7,rifle,0.6111111111111112,2,0,0,6,0.2,1,7.5,0.6666666666666666,0.5,3,14,0.4666666666666667
TriBorgg1,vpprodigy-vs-fire-flux-m2-train,de_train,22,20,1.1,0.7333333333333333,0.6666666666666666,14,63.63636363636363,1701,77.31818181818181,56.7,176,14,1,0.4666666666666667,0.03333333333333333,0.5333333333333333,5,0.16666666666666666,2.8000000000000003,6,1,1,0,0.2,0.16666666666666666,17.15347549090909,5.866988,40.138817,9.686008941465225,22,0,0,close,20,0,2,0,3,rifle,0.6363636363636364,3,0,1,8,0.26666666666666666,0,8.0,0.5400645168003899,0.8516306272526402,4,16,0.5333333333333333
shield,vpprodigy-vs-fire-flux-m2-train,de_train,22,18,1.2222222222222223,0.7333333333333333,0.6,7,31.818181818181817,2461,111.86363636363636,82.03333333333333,78,16,4,0.5333333333333333,0.13333333333333333,0.8,3,0.1,5.333333333333333,4,1,1,0,0.13333333333333333,0.16666666666666666,19.173918318181816,7.290891,45.031624,9.265149797726304,22,0,0,close,1,15,5,1,5,awp,0.3181818181818182,0,0,0,4,0.13333333333333333,3,8.5,0.5536406433432716,0.806225774829855,4,14,0.4666666666666667
soulfly,vpprodigy-vs-fire-flux-m2-train,de_train,13,22,0.5909090909090909,0.43333333333333335,0.7333333333333333,6,46.15384615384615,795,61.15384615384615,26.5,61,13,5,0.43333333333333335,0.16666666666666666,0.7666666666666667,6,0.2,2.1666666666666665,0,0,0,0,0.0,0.0,18.296079292307695,3.9962661,34.201958,9.06105948590131,13,0,0,close,9,0,2,0,6,rifle,0.46153846153846156,1,0,0,4,0.13333333333333333,0,4.0,1.0,0.0,1,17,0.5666666666666667
lasfas,vpprodigy-vs-fire-flux-m2-train,de_train,20,14,1.4285714285714286,0.6666666666666666,0.4666666666666667,6,30.0,2140,107.0,71.33333333333333,41,14,3,0.4666666666666667,0.1,0.6666666666666666,2,0.06666666666666667,7.0,5,1,0,0,0.16666666666666666,0.06666666666666667,22.986858925,3.5497375,45.463467,10.372042631496456,20,0,0,close,7,12,1,0,4,awp,0.3,1,0,0,3,0.1,2,6.0,0.6074573261894977,0.646206172658864,3,16,0.5333333333333333
F0R3VER,vpprodigy-vs-fire-flux-m2-train,de_train,21,16,1.3125,0.7,0.5333333333333333,14,66.66666666666666,1585,75.47619047619048,52.833333333333336,195,16,4,0.5333333333333333,0.13333333333333333,0.8,0,0.0,53.33333333333333,5,0,0,0,0.16666666666666666,0.0,18.357860923809525,2.7408242,33.192326,9.017112851202585,21,0,0,close,14,0,5,0,7,rifle,0.6666666666666666,1,0,1,10,0.3333333333333333,4,16.0,0.6762634976715645,0.47871355387816905,2,14,0.4666666666666667
turbo,vpprodigy-vs-fire-flux-m2-train,de_train,14,18,0.7777777777777778,0.4666666666666667,0.6,12,85.71428571428571,1249,89.21428571428571,41.63333333333333,171,9,4,0.3,0.13333333333333333,0.5666666666666667,2,0.06666666666666667,4.5,3,1,1,0,0.1,0.16666666666666666,15.687476235714286,0.8139168,31.711695,9.507217516657564,14,0,0,close,14,0,0,0,3,rifle,0.8571428571428571,0,0,0,5,0.16666666666666666,0,5.0,0.4965751817893181,1.0137937550497034,4,21,0.7
